,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,1.7075252558139535,0.0008351409320705514,26.056069767441855,0.0029522978739646715,30.99219309302326,0.003291101454231282,17.823665325581395,0.02559291892685069
