,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,1.6989501111111116,0.0072771915468727725,26.36062222222223,0.002253775981068287,31.17371282222223,0.006721395824905583,89.48316606666667,0.6165858278718536
