,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,1.6812384651162795,0.0008046601868024688,26.376418604651157,0.0024326515167281725,31.225599000000003,0.0033702893671913544,89.58459339534883,0.4232145332720795
