,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,1.3946030249999999,0.0004921260756909695,26.089675,0.0033345726862676747,31.018830025,0.0022380048311779594,17.81847165,0.01556255531323476
1,1.3938339199999998,0.0005475820975890346,26.118520000000004,0.0021376622745417945,30.99643336,0.010265128417628156,19.547062399999998,0.005229266135893496
2,1.3830036399999996,0.0006106492531723908,26.1459,0.0048093658625644594,31.04558078,0.007014071671404657,21.271928539999998,0.01334701735401614
3,1.372061135135135,0.0006943726377939214,26.1794054054054,0.004070058499211221,31.061550054054056,0.005530728088260113,23.593138567567564,0.0061916662191815455
4,1.3607695142857141,0.0005940557632040277,26.194857142857146,0.0028096045186150487,31.091345399999994,0.0043159329413564535,26.541821228571425,0.014045677767475836
5,1.34593075,0.0006170149410670674,26.216656250000003,0.0031682938527703127,31.11148,0.002270435888766529,29.989920968750003,0.004898184603020785
6,1.3353923333333333,0.0006428842992500405,26.240016666666673,0.003870795209714952,31.13140085,0.005367639185666319,34.80537756666667,0.004782404745058056
7,1.3206982112676058,0.0007036114667990293,26.281070422535215,0.004865295161093944,31.155476957746487,0.030946337626464735,41.97778350704224,0.007342090029169201
8,1.3122400975609756,0.0006121109338673023,26.291560975609766,0.0027854042968603583,31.12178336585366,0.005380026021136103,53.22946348780488,0.010371352872032029
9,1.30477,0.0004900575807315289,26.306783783783782,0.00401440066635223,31.141643729729736,0.005192895550386413,89.66372081081083,0.4400015897009264
