,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,1.7060504864864865,0.001376795449323097,26.363621621621625,0.002147926106627367,31.201575810810812,0.006702366342257835,89.23410586486486,0.9556835513851997
