,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,2.7427172285714283,0.0010356175820864393,26.4114,0.002167289287830257,31.18907937142858,0.0078087681709568,17.779588599999997,0.01957380319596319
1,2.7263883703703704,0.001023743860765668,26.393925925925927,0.003173103702312081,31.236998111111113,0.002742683537643048,19.613098148148147,0.014524613451103454
2,2.7090203095238095,0.0010228781170258,26.387761904761906,0.002635016253762469,31.26967123809524,0.0045861158314525335,21.387981500000002,0.00488798116983541
3,2.6899857058823526,0.0010635551516276235,26.39079411764706,0.002506220634443177,31.27971891176471,0.0035599197807193498,23.659556352941173,0.006573843552436009
4,2.6753753793103447,0.001230416397524083,26.393206896551728,0.0026701325079456556,31.259201931034486,0.011887277484573635,26.275415586206897,0.02004122171325423
5,2.663947017857143,0.0010877032895554384,26.376607142857143,0.00341048054546897,31.20225867857143,0.0034461750645108603,30.281100517857144,0.010103758702990503
6,2.644439261904762,0.0010946206574822433,26.358428571428572,0.0022692862014175776,31.239228333333337,0.010478281358229476,35.05052235714286,0.012194096572915153
7,2.630484775,0.0010687491166663239,26.3627,0.002908607914449654,31.299255199999998,0.0035306987707814904,41.6861841,0.006536188751099051
8,2.6183517567567565,0.0010209530630978672,26.35389189189189,0.0021906901761250255,31.216909351351354,0.0036359641883902,53.68684062162163,0.01308385785811688
9,2.5980239333333333,0.000935448018628259,26.350533333333335,0.003211783858784807,31.18667753333333,0.0076355409619896135,89.56478616666668,0.41497452602901397
