,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,4.894473454545455,0.0016591455557624733,26.358999999999995,0.0019306145983269466,31.190510863636362,0.005314918132401248,89.71157840909092,0.5353264089372051
