,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,3.343234086956522,0.002238511557360951,26.363999999999997,0.0016681153124564144,31.19558391304347,0.004860182541867023,88.59604491304347,1.1921899999787344
