,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,2.5974491923076926,0.000944525359810659,26.35673076923077,0.0025352543842578766,31.206141576923077,0.002903060893570283,89.56387061538462,0.4592512800137978
