,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,0.8348992187500001,0.0002464525479649883,25.99721875,0.0020114418802191624,30.9719745,0.0015841020326994608,88.78434046875,0.3056558066237461
