,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,0.8836447999999998,0.00020841151599657523,25.912466666666663,0.0026549743668991357,30.70853406666667,0.002956433312099226,17.99335406666667,0.017029106879954098
1,0.8714431199999999,0.000316096608017247,25.90596,0.0018216476058779412,30.733842000000003,0.0026989300694902755,19.4650414,0.007312536752728222
2,0.8562516046511626,0.0002541867231208651,25.915232558139536,0.003041092286192348,30.7891886744186,0.006412360831151123,21.292530837209302,0.007831687171372346
3,0.8427503191489364,0.00032366051996885365,25.918468085106387,0.0022677298033146197,30.733191638297875,0.003981315362804939,23.513079659574462,0.0041462147427045615
4,0.8277026,0.00027606775738333103,25.91976666666667,0.0023478122203909177,30.75220218333333,0.00390342072841964,26.6456171,0.005945833352580741
5,0.8150329761904762,0.00030323858971154473,25.931999999999995,0.0030158312444898243,30.833042738095237,0.006286554408908758,30.114950928571428,0.005680389110552098
6,0.8012477837837838,0.00028003273313832445,25.950135135135135,0.0022560688383472,30.845384027027027,0.010778594990639524,34.829356729729724,0.005669893948427303
7,0.7881389523809523,0.00029614161287342636,25.962404761904764,0.0032223883763562106,30.852343785714282,0.004315365914715575,41.954552,0.024315616126658435
8,0.7757975238095237,0.0002605325350393993,25.97292857142857,0.0027202315827780537,30.85532457142857,0.0045599562818649875,53.32361452380953,0.005728723984233096
9,0.76622872,0.00019082610303624377,25.984479999999998,0.0028722116913620617,30.87989504,0.006778116236713504,88.79027151999999,0.2921213777598776
