,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,1.3427719320388347,0.000935813422842182,25.918485436893206,0.002488279624305601,30.738612466019422,0.006090803830151623,17.987961728155337,0.01813754211583724
