,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,2.5098257843137253,0.0011703104886114715,25.994019607843136,0.0029538289944688444,30.93966056862745,0.006675181293726185,88.89686590196081,0.22067892405441483
