,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,1.3413833235294117,0.00046129330471596697,25.990264705882353,0.0017873546593216024,30.906092264705883,0.008083322621695092,88.92248632352941,0.29748920652439187
