,v_val,v_std,T_load_val,T_load_std,T_amp_val,T_amp_std,ele_val,ele_std
0,1.2985650000000002,0.0006413728909029318,25.984296296296296,0.00262205481784112,30.969906555555557,0.0021790942959446892,88.84980937037037,0.2632864104512559
