freq,tau,tau_err,K,K_err,C,C_err
20.3,0.08694364796738324,0.0014380998075981576,182.04560610975133,0.24410762241583114,-549.9537554661978,0.8253037981375104
21.3,0.11303788637539645,0.002778124873372396,463.414130075811,1.1915462838619417,-595.9833613023998,1.6706432744929454
22.3,0.1358089878594118,0.005308702611523353,650.0392594008061,3.184839261329929,-1083.4951653646506,5.477623734437501
23.3,0.09981575513422394,0.002379662431210076,355.24928975171696,0.783096391717512,-1167.1345529718824,2.7237704457055845
