,date,time,TLoad,TAmp,TPlate,T4,VDetector,Elevation,V3,V4,Sky,Hot,Amp,Noise,LOMHz
6341,21.09.2020,2020-10-01 16:01:08.356431,25.92,30.744222999999998,27.356699,35.939621,1.343879,17.814643,2.516159,0.826958,0,1,1,0,17550
6342,21.09.2020,2020-10-01 16:01:08.848497,25.916999999999998,30.744159000000003,27.357977,35.941359999999996,1.3443829999999999,18.01582,2.515308,0.8274729999999999,0,1,1,0,17550
6343,21.09.2020,2020-10-01 16:01:09.362857,25.92,30.744427,27.359617999999998,35.947756,1.343567,17.982114000000003,2.516133,0.828303,0,1,1,0,17550
6344,21.09.2020,2020-10-01 16:01:09.847806,25.923000000000002,30.746128999999996,27.360664,35.943364,1.343391,17.994936,2.515977,0.830937,0,1,1,0,17550
6345,21.09.2020,2020-10-01 16:01:10.361505,25.921999999999997,30.742996,27.359665999999997,35.936971,1.34426,17.989925,2.516091,0.8309190000000001,0,1,1,0,17550
6346,21.09.2020,2020-10-01 16:01:10.846853,25.919,30.739953000000003,27.358935,35.928613,1.343896,17.984343,2.516151,0.831434,0,1,1,0,17550
6347,21.09.2020,2020-10-01 16:01:11.361977,25.923000000000002,30.744536,27.362786,35.922189,1.344329,17.995506,2.516608,0.8351149999999999,0,1,1,0,17550
6348,21.09.2020,2020-10-01 16:01:11.855907,25.916999999999998,30.736625,27.359007000000002,35.912388,1.344025,17.996648,2.5161759999999997,0.8311729999999999,0,1,1,0,17550
6349,21.09.2020,2020-10-01 16:01:12.348257,25.919,30.740401000000002,27.360014000000003,35.908122999999996,1.343977,17.988979,2.516364,0.83204,0,1,1,0,17550
6350,21.09.2020,2020-10-01 16:01:12.862024,25.921,30.737972999999997,27.360552000000002,35.903239,1.344848,17.991583,2.516323,0.8311559999999999,0,1,1,0,17550
6351,21.09.2020,2020-10-01 16:01:13.348861,25.921,30.740892,27.358162,35.901379999999996,1.3438299999999999,17.993134,2.5161919999999998,0.830865,0,1,1,0,17550
6352,21.09.2020,2020-10-01 16:01:13.861018,25.916,30.733449,27.357723999999997,35.900781,1.3445209999999999,17.983985999999998,2.5163290000000003,0.830909,0,1,1,0,17550
6353,21.09.2020,2020-10-01 16:01:14.347357,25.92,30.735069,27.361365999999997,35.902046,1.343733,17.998502,2.516248,0.829374,0,1,1,0,17550
