,date,time,TLoad,TAmp,TPlate,T4,VDetector,Elevation,V3,V4,Sky,Hot,Amp,Noise,LOMHz
6504,21.09.2020,2020-10-01 16:03:43.856176,25.91,30.775653000000002,27.371273,40.628365,0.8569559999999999,21.335917000000002,2.515355,0.830047,1,0,1,0,17550
6505,21.09.2020,2020-10-01 16:03:44.356341,25.915,30.779996999999998,27.374006,40.63272,0.8563440000000001,21.299049,2.516099,0.8272709999999999,1,0,1,0,17550
6506,21.09.2020,2020-10-01 16:03:44.848481,25.913,30.779619,27.375079,40.637603999999996,0.8566389999999999,21.290366,2.515905,0.8271459999999999,1,0,1,0,17550
6507,21.09.2020,2020-10-01 16:03:45.360757,25.909000000000002,30.775993,27.371168,40.64293,0.8565969999999999,21.2886,2.5159700000000003,0.831031,1,0,1,0,17550
6508,21.09.2020,2020-10-01 16:03:45.847597,25.910999999999998,30.779522999999998,27.371527,40.649766,0.856426,21.286397,2.516156,0.830976,1,0,1,0,17550
6509,21.09.2020,2020-10-01 16:03:46.360735,25.909000000000002,30.77918,27.374528,40.659444,0.856042,21.289128,2.516391,0.8303790000000001,1,0,1,0,17550
6510,21.09.2020,2020-10-01 16:03:46.847623,25.918000000000003,30.785658,27.376563,40.677503,0.85644,21.294043,2.516019,0.8272129999999999,1,0,1,0,17550
6511,21.09.2020,2020-10-01 16:03:47.361676,25.914,30.780706,27.37456,40.685798999999996,0.8566090000000001,21.28283,2.515794,0.8312149999999999,1,0,1,0,17550
6512,21.09.2020,2020-10-01 16:03:47.847518,25.91,30.780511999999998,27.372753000000003,40.694144,0.856525,21.285396,2.516101,0.8328690000000001,1,0,1,0,17550
6513,21.09.2020,2020-10-01 16:03:48.361021,25.916999999999998,30.788859999999996,27.377536,40.710613,0.8567020000000001,21.290438,2.516099,0.833777,1,0,1,0,17550
6514,21.09.2020,2020-10-01 16:03:48.847489,25.914,30.786077000000002,27.376796000000002,40.724865,0.8565659999999999,21.290584,2.516089,0.828925,1,0,1,0,17550
6515,21.09.2020,2020-10-01 16:03:49.361701,25.913,30.784135,27.374294,40.736278000000006,0.856382,21.292769,2.516082,0.8292440000000001,1,0,1,0,17550
6516,21.09.2020,2020-10-01 16:03:49.847432,25.915,30.784428000000002,27.376253000000002,40.75329,0.856359,21.291512,2.516277,0.832241,1,0,1,0,17550
6517,21.09.2020,2020-10-01 16:03:50.361679,25.916,30.786310999999998,27.375047,40.773722,0.8560479999999999,21.288818,2.516038,0.83457,1,0,1,0,17550
6518,21.09.2020,2020-10-01 16:03:50.846990,25.914,30.788016,27.374525,40.797142,0.856032,21.290693,2.515756,0.829261,1,0,1,0,17550
6519,21.09.2020,2020-10-01 16:03:51.361699,25.915,30.785034999999997,27.371996000000003,40.821077,0.8559950000000001,21.289528,2.516007,0.826585,1,0,1,0,17550
6520,21.09.2020,2020-10-01 16:03:51.848396,25.915,30.7894,27.375883,40.84199,0.85608,21.295372,2.516022,0.826052,1,0,1,0,17550
6521,21.09.2020,2020-10-01 16:03:52.362595,25.912,30.786679,27.374238000000002,40.855059000000004,0.855941,21.296428,2.5160720000000003,0.8340280000000001,1,0,1,0,17550
6522,21.09.2020,2020-10-01 16:03:52.849241,25.914,30.789034,27.376099,40.871099,0.856333,21.294225,2.516278,0.8318200000000001,1,0,1,0,17550
6523,21.09.2020,2020-10-01 16:03:53.362383,25.916,30.791328000000004,27.377396,40.879688,0.8564700000000001,21.285615,2.516164,0.8275620000000001,1,0,1,0,17550
6524,21.09.2020,2020-10-01 16:03:53.847508,25.913,30.788231,27.375343,40.882456,0.85619,21.287435000000002,2.516065,0.834724,1,0,1,0,17550
6525,21.09.2020,2020-10-01 16:03:54.360777,25.913,30.787796000000004,27.376388000000002,40.889426,0.856082,21.295935999999998,2.5159380000000002,0.8248139999999999,1,0,1,0,17550
6526,21.09.2020,2020-10-01 16:03:54.847494,25.915,30.79172,27.378125,40.893639,0.856215,21.294316000000002,2.515885,0.8267950000000001,1,0,1,0,17550
6527,21.09.2020,2020-10-01 16:03:55.361609,25.918000000000003,30.792247999999997,27.375883,40.901156,0.8563790000000001,21.290275,2.516168,0.827433,1,0,1,0,17550
6528,21.09.2020,2020-10-01 16:03:55.847531,25.916999999999998,30.791293,27.378684000000003,40.900753,0.856109,21.287653,2.516074,0.8347370000000001,1,0,1,0,17550
6529,21.09.2020,2020-10-01 16:03:56.361635,25.91,30.789067,27.374901,40.906897,0.85619,21.302162,2.515914,0.8268989999999999,1,0,1,0,17550
6530,21.09.2020,2020-10-01 16:03:56.848610,25.919,30.793512,27.376651000000003,40.920375,0.856284,21.290384,2.516189,0.830626,1,0,1,0,17550
6531,21.09.2020,2020-10-01 16:03:57.361854,25.913,30.788593,27.373321999999998,40.931438,0.856036,21.29954,2.516212,0.8341569999999999,1,0,1,0,17550
6532,21.09.2020,2020-10-01 16:03:57.847419,25.916999999999998,30.791435999999997,27.376314,40.946811,0.856197,21.294025,2.515775,0.829311,1,0,1,0,17550
6533,21.09.2020,2020-10-01 16:03:58.360834,25.919,30.796582,27.378846999999997,40.958615,0.8562870000000001,21.298394000000002,2.515763,0.833882,1,0,1,0,17550
6534,21.09.2020,2020-10-01 16:03:58.847531,25.918000000000003,30.794278000000002,27.375778000000004,40.970428000000005,0.856317,21.290093,2.515907,0.829851,1,0,1,0,17550
6535,21.09.2020,2020-10-01 16:03:59.345842,25.915,30.79399,27.378421000000003,40.978353999999996,0.855901,21.28951,2.5160310000000004,0.8267129999999999,1,0,1,0,17550
6536,21.09.2020,2020-10-01 16:03:59.861843,25.915,30.791584000000004,27.375861999999998,40.978738,0.856017,21.291385000000002,2.515858,0.8301120000000001,1,0,1,0,17550
6537,21.09.2020,2020-10-01 16:04:00.356709,25.918000000000003,30.794760999999998,27.376309000000003,40.979679,0.8559110000000001,21.293023,2.515259,0.8281139999999999,1,0,1,0,17550
6538,21.09.2020,2020-10-01 16:04:00.848401,25.92,30.796490000000002,27.378482,40.986993,0.85596,21.286525,2.515444,0.831048,1,0,1,0,17550
6539,21.09.2020,2020-10-01 16:04:01.360872,25.918000000000003,30.797643,27.379458000000003,40.992845,0.8564280000000001,21.291622,2.515397,0.8312120000000001,1,0,1,0,17550
6540,21.09.2020,2020-10-01 16:04:01.848348,25.916999999999998,30.795996999999996,27.377684000000002,41.004846,0.855992,21.294516,2.5158169999999997,0.8334370000000001,1,0,1,0,17550
6541,21.09.2020,2020-10-01 16:04:02.348519,25.918000000000003,30.798056,27.378608000000003,41.03139,0.856087,21.294097,2.515899,0.832936,1,0,1,0,17550
6542,21.09.2020,2020-10-01 16:04:02.850014,25.916999999999998,30.796064,27.37933,41.060295,0.855931,21.291695,2.5153779999999997,0.828757,1,0,1,0,17550
6543,21.09.2020,2020-10-01 16:04:03.361779,25.92,30.796923,27.375662,41.088882,0.856483,21.293861,2.515717,0.827541,1,0,1,0,17550
6544,21.09.2020,2020-10-01 16:04:03.848633,25.918000000000003,30.798713,27.376559999999998,41.125364000000005,0.856409,21.29133,2.515644,0.8258780000000001,1,0,1,0,17550
6545,21.09.2020,2020-10-01 16:04:04.361079,25.921,30.80077,27.378360999999998,41.161462,0.855815,21.285870000000003,2.515326,0.8297700000000001,1,0,1,0,17550
6546,21.09.2020,2020-10-01 16:04:04.850064,25.916,30.793221999999997,27.375381,41.182758,0.8561129999999999,21.287471,2.515706,0.831516,1,0,1,0,17550
