,date,time,TLoad,TAmp,TPlate,T4,VDetector,Elevation,V3,V4,Sky,Hot,Amp,Noise,LOMHz
5841,21.09.2020,2020-10-01 15:51:57.156591,25.668000000000003,30.515055,27.049611,14.069822,3.018112,90.0,2.4958400000000003,0.82442,1,0,1,0,16550
5842,21.09.2020,2020-10-01 15:51:57.648491,25.671999999999997,30.516375,27.050215,14.082754000000001,2.9949380000000003,88.457916,2.497042,0.824693,1,0,1,0,16550
5843,21.09.2020,2020-10-01 15:51:58.162661,25.671,30.516361,27.050931,14.10382,2.9952970000000003,90.0,2.497425,0.8199690000000001,1,0,1,0,16550
5844,21.09.2020,2020-10-01 15:51:58.647757,25.668000000000003,30.513219,27.049989,14.116627,3.021718,89.02265799999999,2.497467,0.820536,1,0,1,0,16550
5845,21.09.2020,2020-10-01 15:51:59.162899,25.67,30.515184,27.050626,14.132334,3.025301,88.813374,2.4966880000000002,0.82258,1,0,1,0,16550
5846,21.09.2020,2020-10-01 15:51:59.648728,25.67,30.518337,27.05207,14.147875,3.045232,88.660267,2.4967040000000003,0.820881,1,0,1,0,16550
5847,21.09.2020,2020-10-01 15:52:00.163789,25.666,30.516603999999997,27.050928000000003,14.158629999999999,3.041666,88.51899999999999,2.497518,0.8209639999999999,1,0,1,0,16550
5848,21.09.2020,2020-10-01 15:52:00.647801,25.671,30.515759999999997,27.052413,14.171841,3.03445,88.461702,2.497276,0.821148,1,0,1,0,16550
5849,21.09.2020,2020-10-01 15:52:01.163244,25.67,30.515509,27.050299,14.18176,3.043966,88.781054,2.496826,0.820984,1,0,1,0,16550
5850,21.09.2020,2020-10-01 15:52:01.647819,25.671999999999997,30.516734999999997,27.049260999999998,14.190921,3.048543,89.038699,2.497451,0.819607,1,0,1,0,16550
5851,21.09.2020,2020-10-01 15:52:02.162175,25.671999999999997,30.515033000000003,27.053862,14.203039000000002,3.058627,88.706776,2.497019,0.824893,1,0,1,0,16550
5852,21.09.2020,2020-10-01 15:52:02.648653,25.669,30.513923,27.051827000000003,14.211143,3.052317,88.734887,2.4975650000000003,0.820615,1,0,1,0,16550
5853,21.09.2020,2020-10-01 15:52:03.161517,25.67,30.516440999999997,27.052862,14.226653,3.04831,88.867003,2.497011,0.8235110000000001,1,0,1,0,16550
5854,21.09.2020,2020-10-01 15:52:03.648655,25.67,30.515245,27.053519,14.242860999999998,3.04153,88.857606,2.497274,0.820664,1,0,1,0,16550
5855,21.09.2020,2020-10-01 15:52:04.161497,25.669,30.516841999999997,27.052532,14.256175,3.0428330000000003,88.579289,2.497341,0.818434,1,0,1,0,16550
5856,21.09.2020,2020-10-01 15:52:04.655988,25.671,30.517034999999996,27.051365000000004,14.267497,3.045529,88.598574,2.497475,0.8218190000000001,1,0,1,0,16550
5857,21.09.2020,2020-10-01 15:52:05.148417,25.671,30.517042,27.053471000000002,14.284403,3.045057,88.987493,2.4970369999999997,0.8232659999999999,1,0,1,0,16550
5858,21.09.2020,2020-10-01 15:52:05.647770,25.67,30.514451,27.051153999999997,14.301866,3.039259,88.922397,2.497261,0.824009,1,0,1,0,16550
5859,21.09.2020,2020-10-01 15:52:06.162380,25.671999999999997,30.517246000000004,27.053597999999997,14.319633999999999,3.0333650000000003,88.259536,2.497435,0.821216,1,0,1,0,16550
5860,21.09.2020,2020-10-01 15:52:06.649237,25.668000000000003,30.514135999999997,27.052583000000002,14.331373000000001,3.024323,88.557564,2.496671,0.8238639999999999,1,0,1,0,16550
5861,21.09.2020,2020-10-01 15:52:07.163470,25.671,30.517770000000002,27.055435,14.345813,3.034385,88.649429,2.496941,0.81618,1,0,1,0,16550
5862,21.09.2020,2020-10-01 15:52:07.649342,25.671,30.51683,27.052849,14.353041000000001,3.0399,88.239547,2.497377,0.8210059999999999,1,0,1,0,16550
5863,21.09.2020,2020-10-01 15:52:08.164199,25.676,30.5183,27.053007,14.372010999999999,3.040437,88.322088,2.499607,0.8251290000000001,1,0,1,0,16550
5864,21.09.2020,2020-10-01 15:52:08.656261,25.671999999999997,30.515593,27.053925,14.385532999999999,3.042567,90.0,2.496514,0.8246610000000001,1,0,1,0,16550
5865,21.09.2020,2020-10-01 15:52:09.150054,25.675,30.519133,27.055687,14.401876000000001,3.043507,88.870439,2.4974369999999997,0.8230559999999999,1,0,1,0,16550
5866,21.09.2020,2020-10-01 15:52:09.663519,25.671,30.517996000000004,27.052111,14.41707,3.0415919999999996,90.0,2.49817,0.819664,1,0,1,0,16550
5867,21.09.2020,2020-10-01 15:52:10.149981,25.67,30.518306,27.054938,14.425379999999999,3.0447490000000004,90.0,2.498005,0.823886,1,0,1,0,16550
5868,21.09.2020,2020-10-01 15:52:10.662397,25.675,30.520444,27.056894,14.446131,3.0404150000000003,88.467399,2.496871,0.818984,1,0,1,0,16550
5869,21.09.2020,2020-10-01 15:52:11.150040,25.671,30.518629999999998,27.054303000000004,14.45739,3.040506,88.342486,2.495908,0.825154,1,0,1,0,16550
5870,21.09.2020,2020-10-01 15:52:11.648802,25.678,30.524561,27.056702,14.482176,3.0443569999999998,89.689984,2.498522,0.82211,1,0,1,0,16550
5871,21.09.2020,2020-10-01 15:52:12.163657,25.676,30.522070000000003,27.056676,14.496862,3.04949,88.60971500000001,2.496057,0.8247049999999999,1,0,1,0,16550
5872,21.09.2020,2020-10-01 15:52:12.649533,25.67,30.521579,27.057059999999996,14.510476999999998,3.051418,87.712271,2.4962009999999997,0.820836,1,0,1,0,16550
5873,21.09.2020,2020-10-01 15:52:13.150406,25.675,30.518729999999998,27.0549,14.526907999999999,3.053472,87.79183499999999,2.498845,0.82225,1,0,1,0,16550
5874,21.09.2020,2020-10-01 15:52:13.661753,25.675,30.522519,27.05759,14.541262,3.049725,88.225799,2.496555,0.819491,1,0,1,0,16550
5875,21.09.2020,2020-10-01 15:52:14.150162,25.68,30.527722999999998,27.061813,14.558228,3.049476,90.0,2.494344,0.821543,1,0,1,0,16550
5876,21.09.2020,2020-10-01 15:52:14.663054,25.673000000000002,30.52181,27.056103000000004,14.569201999999999,3.047038,88.248958,2.495975,0.822283,1,0,1,0,16550
5877,21.09.2020,2020-10-01 15:52:15.150084,25.676,30.522585999999997,27.057113,14.579892000000001,3.04902,89.15605699999999,2.495241,0.818882,1,0,1,0,16550
5878,21.09.2020,2020-10-01 15:52:15.650621,25.676,30.523003000000003,27.058351000000002,14.594103,3.0505310000000003,90.0,2.4994959999999997,0.8220629999999999,1,0,1,0,16550
5879,21.09.2020,2020-10-01 15:52:16.163389,25.673000000000002,30.521769,27.056415,14.608769,3.048145,90.0,2.4954959999999997,0.8187,1,0,1,0,16550
5880,21.09.2020,2020-10-01 15:52:16.656498,25.677,30.523143,27.059734000000002,14.629359,3.050201,87.003602,2.4934849999999997,0.818655,1,0,1,0,16550
5881,21.09.2020,2020-10-01 15:52:17.156324,25.678,30.522363000000002,27.059566999999998,14.650995000000002,3.047972,89.571547,2.494895,0.823131,1,0,1,0,16550
5882,21.09.2020,2020-10-01 15:52:17.656378,25.679000000000002,30.523937,27.06158,14.676151999999998,3.0480560000000003,88.130307,2.497394,0.822534,1,0,1,0,16550
5883,21.09.2020,2020-10-01 15:52:18.157160,25.676,30.523061,27.058016,14.676054,3.050231,90.0,2.497157,0.8204100000000001,1,0,1,0,16550
5884,21.09.2020,2020-10-01 15:52:18.656131,25.674,30.519959999999998,27.057261999999998,14.693739,3.048187,90.0,2.49747,0.8190430000000001,1,0,1,0,16550
5885,21.09.2020,2020-10-01 15:52:19.148747,25.677,30.522574,27.061211,14.720325,3.051819,90.0,2.496291,0.823625,1,0,1,0,16550
5886,21.09.2020,2020-10-01 15:52:19.662707,25.677,30.519499,27.05847,14.734846,3.049139,87.734045,2.495167,0.824559,1,0,1,0,16550
